0.02,0.3852390332684572,0.34250884983903307,0.7141406470962713,0.8890813761344707
0.03,0.32713248440437104,0.2631902721186131,0.6121400843223729,0.8045372583460149
0.05,0.30139339907241225,0.2355157012998955,0.5805019001917746,0.7814228912269937
0.07,0.3074460419635071,0.24068020042477015,0.5797680820180915,0.7828372057993127
0.08,0.29825593514828846,0.22564799384106363,0.5708737805106754,0.7565582684176084
0.1,0.3050540551375984,0.24007698087927612,0.5831196123678986,0.7869981625747817
0.12,0.31811284115229715,0.24011242534630564,0.5882594366006058,0.7548026809497808
0.13,0.32962722142507406,0.236511656387918,0.6122409375018194,0.7175125141831719
0.15,0.31183441292592795,0.22947796095701875,0.5832268917753591,0.7358968460338857
0.17,0.31849678816015925,0.2511305783399989,0.5754376578350515,0.7884870041882979
0.18,0.32223577909700063,0.2364029814545944,0.5909925087001724,0.7336335589954196
0.2,0.3105095633113323,0.23469538451331123,0.5671401786885247,0.7558394724158431
0.22,0.31326437551239467,0.22697232026910502,0.5715893528220829,0.7245392007880085
0.23,0.3083994608885396,0.2324306655292557,0.5594703013616574,0.7536675481195468
0.25,0.3189232336925196,0.22380272210466348,0.5699565588937399,0.7017448039562907
0.27,0.3205092748742494,0.22578956714456183,0.5675377099917986,0.7044712426283124
0.28,0.33493558491926934,0.22489570139051704,0.5940002712866952,0.6714595627237531
0.3,0.32099720301749257,0.2261196991166826,0.5831109228996574,0.7044288766103682
0.32,0.3314469560644451,0.22354079776755403,0.590782311424894,0.6744391332533154
0.33,0.3257367218344345,0.22630740860213497,0.5866175064283614,0.6947555907349081
0.35,0.33117463071641046,0.2241743530215255,0.5907161170883056,0.6769067803792289
0.37,0.3309703500574426,0.22272988420253545,0.5924284735523779,0.6729602339420401
0.38,0.3263330173149692,0.22630298359304493,0.5928832692823145,0.6934725313884572
0.4,0.32148272809163353,0.22808391745078915,0.5844866728545917,0.7094748722730058
0.42,0.32850628198835613,0.22000777676434813,0.5945248057535559,0.6697216730002937
0.43,0.3307064900768782,0.219974547264062,0.5924028290130356,0.6651654983031184
0.45,0.33232488786741365,0.21817187533606544,0.5930433306704916,0.6565017646921124
0.47,0.33611600056735386,0.21460981536529686,0.5934082855201877,0.6384992532430526
