Time(s),EAR,MAR,PUC,MOE,Vertical Tilt,Horizontal Tilt
11.833,0.21792219291704878,0.283670738289796,0.5341734222777281,1.3017065150302252,-0.05904166400432587,-0.01601046323776245
11.85,0.2013000338819492,0.29837000637595135,0.5243764279912738,1.4822153808028073,-0.058323392644524574,-0.01712438464164734
11.867,0.22053387453844572,0.2914751042932207,0.5345859708083442,1.3216795147831486,-0.058436041697859764,-0.015833072364330292
11.883,0.2100811246670823,0.2888063546216695,0.5356921824664909,1.3747372834153657,-0.058646174147725105,-0.016508154571056366
11.9,0.22064809687802758,0.29059369985788447,0.5412498214005024,1.3170007082296395,-0.05888359434902668,-0.015702418982982635
11.917,0.2112058722247424,0.28987961869862094,0.5364833133111466,1.3724979123220706,-0.05902358703315258,-0.01576123759150505
11.933,0.22004024005354417,0.28948475373808036,0.5383853806554111,1.3155991543530297,-0.05857509933412075,-0.014829877763986588
11.95,0.21380813539273757,0.2885147508383611,0.5371602412294567,1.3494096017833803,-0.05931694246828556,-0.015153013169765472
11.967,0.21917814845020317,0.2893761675819959,0.5420161433095142,1.3202783654673567,-0.05982344038784504,-0.014917932450771332
11.983,0.2149083724495401,0.28485720331028797,0.5437151841443484,1.3254821115783735,-0.05955337733030319,-0.014900874346494675
12.0,0.22195396318179253,0.28222913231043617,0.5374341597710168,1.2715660863387015,-0.05925408564507961,-0.014954619109630585
12.017,0.21526247696733247,0.2788884240113972,0.5364045090591727,1.2955737940975212,-0.059451982378959656,-0.014358878135681152
12.033,0.22104331959097168,0.28484465896893596,0.5387474814529827,1.2886372657451268,-0.059171877801418304,-0.01453850045800209
12.05,0.21951954906975407,0.28830079813663706,0.5389244376828717,1.3133263044605983,-0.05821750871837139,-0.014319073408842087
12.067,0.2221424772252108,0.2868271612849512,0.5411954082092918,1.2911855709350097,-0.05871761031448841,-0.013723298907279968
12.083,0.22154177913797468,0.28739961622325894,0.5391415191565925,1.2972705073577497,-0.05829156003892422,-0.013751037418842316
12.1,0.21973776395044678,0.2827425795769381,0.537979731617464,1.2867272993671657,-0.05805986374616623,-0.013631779700517654
12.117,0.20610811123320733,0.28213538440210273,0.5233451682672555,1.3688708450822298,-0.058608951047062874,-0.014472007751464844
12.133,0.2043852018897894,0.2843882382692012,0.5245238897573907,1.3914326264313002,-0.059708625078201294,-0.013957537710666656
12.15,0.19364576936468159,0.2815584445660505,0.5148964213351097,1.4539870687069243,-0.06019145809113979,-0.014510512351989746
