,EAR_mean,EAR_std,blinking_rate,blink_duration,MAR_mean,MAR_std,PUC_mean,PUC_std,MOE_mean,MOE_std,vtilt_mean,vtilt_std,htilt_mean,htilt_std
85,0.1748026100337455,0.0423849696866307,24.0,0.4694444444444444,0.26212437414488143,0.009182492635524769,0.4957855137009933,0.02515248685881941,1.6193464154116104,0.5202470421756953,-0.04028458228024339,0.0027640438394765958,-0.017086898994942458,0.0011562417092324424
86,0.1693304467879627,0.04679272954537088,28.0,0.5666666666666667,0.2614640419064024,0.010886349589336939,0.4950192568298901,0.02760020115347347,1.6966084697860047,0.5823612263854541,-0.04298571619619093,0.00606832505002834,-0.016483321309917455,0.0020148564407928256
87,0.176679747812912,0.05292036800258886,40.0,1.4816666666666667,0.2603691144676089,0.010465156007479924,0.5026842642447302,0.032521561536383796,1.6518460330160456,0.6265412423156147,-0.04531235511725143,0.00513812506872058,-0.017195428829226183,0.0023992566467686805
88,0.18991163910311784,0.0484115687583685,44.0,0.6893939393939394,0.2597544782467756,0.009160140771030958,0.5146995442051892,0.030081933604591764,1.4965111159264615,0.5271396925898713,-0.04673487403119599,0.0036699412693880222,-0.018408292325006542,0.003155030409051793
89,0.1978677507374721,0.04101683986269019,48.0,0.4763888888888888,0.2600012927228849,0.008273138907373108,0.5209291474156631,0.026692279594152123,1.394977845074814,0.40896896295669694,-0.04421384060962328,0.0019009524355028846,-0.02064258729004193,0.0024568373362119076
90,0.20189999367315167,0.04303210118341061,44.0,0.28333333333333327,0.25818698373039334,0.009056831722330546,0.5293448864957407,0.029816853695345997,1.360711573425746,0.4011379698454866,-0.04455320366761746,0.0021886388140272156,-0.022686361202763138,0.002705797587661843
91,0.19855001574191716,0.04263668531394655,44.0,0.3590909090909091,0.2583027241809283,0.009487997319222473,0.525155402547873,0.030625333378695045,1.385668915428703,0.4133362415679947,-0.04371327390066447,0.002813496972719606,-0.02216815915372632,0.003136680067088838
92,0.1935381871103389,0.041855650607870505,32.0,0.6479166666666667,0.2606168350463089,0.009590785629216912,0.5215593242355981,0.03091425896734799,1.4342264880459354,0.4248707306785579,-0.043592506305624994,0.003005130153556679,-0.02170575740022787,0.002898736918037339
93,0.18507036547717304,0.03417860384073356,20.0,0.72,0.26069699475988634,0.009408161919614827,0.5130935172689385,0.023006074153280993,1.4785298595092993,0.3936957062342971,-0.044410280208620714,0.0044021176314279105,-0.020191967069274803,0.0016284138204728064
94,0.18064149839762705,0.03612920162685395,16.0,0.975,0.2598373862366808,0.009060332302206873,0.5137020202367109,0.023674712583638815,1.5216027288537104,0.430666866554846,-0.04603930831369422,0.0038478454448476612,-0.02064471751865409,0.001388605694926145
95,0.1851592475462745,0.04116650163389136,32.0,0.38749999999999996,0.25858159548192233,0.008387830553416572,0.5186294313837021,0.025971198194333866,1.4921403711377894,0.4493355804060291,-0.046154322359296965,0.0037467771942121483,-0.021259100172254727,0.0013252101735631886
96,0.18488673571785802,0.04228344354762333,36.0,0.3833333333333333,0.2615450299976678,0.009152902125598618,0.5174407838900067,0.02677090522012579,1.5151679892033327,0.45933045961807056,-0.043535797891931356,0.0029777138440665717,-0.021467915073864943,0.0010203385547601967
97,0.18289948739709339,0.03968928584449113,32.0,0.25416666666666665,0.26618715996999287,0.009867404626065076,0.511357652495706,0.027257926647075322,1.544927575373328,0.43594326626146085,-0.04174332027840941,0.0021236575643470974,-0.02084676644040474,0.0015410047036924315
98,0.17638312145604,0.033663455883178206,28.0,0.3166666666666667,0.2702111990624678,0.009677783138249305,0.503849179204673,0.02266321554047809,1.6072092935069247,0.41477405640997633,-0.040994925474127086,0.0016659570668461697,-0.01992404330107896,0.0012900304137477311
99,0.17203996670695493,0.03921499153457765,32.0,0.4770833333333333,0.2696048800445978,0.013413473302327075,0.5014330918336598,0.023915632127717704,1.6704470369619295,0.48046076731009485,-0.04385661583186847,0.006960300945200772,-0.017142883059051255,0.004532590179190643
100,0.18045386494931917,0.04000290634205263,32.0,0.5166666666666667,0.2675730547427843,0.013377804279720022,0.5103093919966611,0.02478538077456435,1.5829252254014545,0.47528793324087487,-0.047382057896918676,0.007548427700547108,-0.013815088549421846,0.005400922378778075
101,0.18398137108645826,0.04506036239466215,32.0,0.7604166666666666,0.2673135356821158,0.013283183761262873,0.5146306507196674,0.025915852147377075,1.5787503488809704,0.5434113754430719,-0.0492233191327088,0.006459244208809552,-0.011208061104019432,0.0036735352111022255
102,0.18580378558571486,0.041094511998046646,40.0,0.5233333333333334,0.2724822347736502,0.010352994456816316,0.5150122568929508,0.024048718428694264,1.5816555681068942,0.5459705870677308,-0.0477879135165777,0.0041287278242653925,-0.010807688385248135,0.0022299154031574352
103,0.17978899618008576,0.04402422181823615,48.0,0.37361111111111106,0.27507736384854475,0.009408564352680117,0.5091736466010167,0.02556843904642945,1.6716086137013384,0.6039670265707014,-0.04601506216451521,0.002881463664363718,-0.0127339222737484,0.002450732073038949
104,0.1688552119466034,0.0433502648376851,44.0,0.4696969696969697,0.277904245774075,0.008633906954698217,0.5001205855029579,0.026094396753012356,1.805909880288108,0.6464968493873641,-0.04469117050990457,0.0029325683246838844,-0.01398747805092065,0.002442058855167339
105,0.1674891914955474,0.0485962020920344,40.0,0.5716666666666667,0.2761963655965644,0.015194426101893253,0.5009146250572093,0.03694545105564695,1.8362427339412177,0.6863585560545509,-0.04499757539066999,0.008192731043767136,-0.016935223717656354,0.006739525754154576
106,0.18781510334364582,0.06404889610374594,40.0,0.4616666666666667,0.2666572874606325,0.02317459111656977,0.5258374451537747,0.05947781628918822,1.6536744368459988,0.7385141757067222,-0.051402940917760084,0.015243297398180903,-0.018385430284672266,0.008334705758527093
107,0.19941089011640037,0.06296824626028592,44.0,0.853030303030303,0.2625549576557141,0.021605238766662503,0.5368963337169647,0.05585684843979942,1.5167147168506911,0.6774240373666902,-0.0516703407425019,0.0150876967516308,-0.02020045914583731,0.008159436676837646
108,0.20727751315237763,0.0542023357782756,40.0,0.5333333333333333,0.26271075356492174,0.017494467606402043,0.5397303978345251,0.04732908668267836,1.4042374141729097,0.5543938890204329,-0.0508225065718094,0.01337065959079196,-0.01953790975527626,0.005367403177543842
