Fri Aug  4 14:29:02 2023||-0.198 0.057 -0.979 -0.186 -0.001 -1.007
Fri Aug  4 14:29:02 2023||-0.203 0.061 -0.977 -0.205 -0.029 -0.970
Fri Aug  4 14:29:02 2023||-0.200 0.061 -0.986 -0.198 0.014 -1.017
Fri Aug  4 14:29:02 2023||-0.195 0.060 -0.977 -0.226 0.031 -0.939
Fri Aug  4 14:29:02 2023||-0.197 0.059 -0.978 -0.220 0.021 -0.990
Fri Aug  4 14:29:02 2023||-0.200 0.062 -0.981 -0.239 -0.967 -1.184
Fri Aug  4 14:29:02 2023||-0.201 0.058 -0.978 0.397 -0.087 -1.156
Fri Aug  4 14:29:03 2023||-0.203 0.061 -0.977 0.424 0.894 0.048
Fri Aug  4 14:29:03 2023||-0.194 0.058 -0.974 0.566 -0.562 -2.000
Fri Aug  4 14:29:03 2023||-0.200 0.062 -0.976 1.396 -0.703 0.040
Fri Aug  4 14:29:03 2023||-0.197 0.062 -0.980 0.993 -0.210 0.476
Fri Aug  4 14:29:03 2023||-0.202 0.059 -0.978 0.902 -0.152 0.149
Fri Aug  4 14:29:03 2023||-0.199 0.060 -0.982 0.938 -0.117 0.062
Fri Aug  4 14:29:03 2023||-0.201 0.060 -0.980 0.926 -0.046 0.308
Fri Aug  4 14:29:03 2023||-0.201 0.060 -0.981 0.950 -0.076 0.300
Fri Aug  4 14:29:03 2023||-0.198 0.057 -0.983 0.942 -0.009 0.329
Fri Aug  4 14:29:03 2023||-0.201 0.057 -0.982 0.937 -0.012 0.316
Fri Aug  4 14:29:03 2023||-0.197 0.060 -0.977 0.938 0.012 0.303
Fri Aug  4 14:29:03 2023||-0.204 0.060 -0.982 0.931 -0.015 0.350
Fri Aug  4 14:29:04 2023||-0.199 0.059 -0.974 0.923 -0.014 0.321
Fri Aug  4 14:29:04 2023||-0.202 0.063 -0.978 0.931 0.017 0.326
Fri Aug  4 14:29:04 2023||-0.201 0.060 -0.979 0.926 0.006 0.350
